film.title,distributor.name,gross.box.o.weekend,adm.weekend,weekend.start,weekend.end
Strangers: Prey at Night (2018),Sena,221590,161,2018-04-27,2018-04-29
You were never really here,Myndform,204000,187,2018-04-27,2018-04-29
Super Troopers 2,Sena,172050,127,2018-04-27,2018-04-29
Every day,Myndform,168451,130,2018-04-27,2018-04-29
Black Panther,Samfilm,107410,83,2018-04-27,2018-04-29
Hostiles,Sena,94940,69,2018-04-27,2018-04-29
Tomb Raider (2018),Samfilm,93850,67,2018-04-27,2018-04-29
"Shape of Water, The",Sena,64680,48,2018-04-27,2018-04-29
Loving Vincent,Myndform,57200,46,2018-04-27,2018-04-29
Andið eðlilega,Sena,54620,36,2018-04-27,2018-04-29
Doktor Proktor og prumpuduftið (doktor proktors prompepulver),Bíó Paradís,48000,52,2018-04-27,2018-04-29
A Gentle Creature,Bíó Paradís,23200,17,2018-04-27,2018-04-29
Adam,Bíó Paradís,21150,19,2018-04-27,2018-04-29
Doktor Proktor og tímabaðkarið (Doktor Proktors tidsbadekar),Bíó Paradís,20000,20,2018-04-27,2018-04-29
The Workshop (L'atelier),Bíó Paradís,17200,14,2018-04-27,2018-04-29
Hleyptu sól í hjartað (Un beau soleil intérieur),Bíó Paradís,5600,5,2018-04-27,2018-04-29
Svanurinn,Sena,3580,4,2018-04-27,2018-04-29
Rampage,Samfilm,3484354,2655,2018-04-13,2018-04-15
A Quiet Place,Samfilm,2937448,2131,2018-04-13,2018-04-15
Víti i Vestmannaeyjum,Samfilm,2658292,1878,2018-04-13,2018-04-15
Ready Player One,Samfilm,1653718,1211,2018-04-13,2018-04-15
Blockers,Myndform,1642765,1204,2018-04-13,2018-04-15
Peter Rabbit,Sena,1527460,1681,2018-04-13,2018-04-15
The death of Stalin,Myndform,738125,539,2018-04-13,2018-04-15
Strangers: Prey at Night (2018),Sena,634884,434,2018-04-13,2018-04-15
Lói - Þú flýgur aldrei einn,Sena,323054,240,2018-04-13,2018-04-15
Tomb Raider (2018),Samfilm,322350,241,2018-04-13,2018-04-15
Hostiles,Sena,312785,220,2018-04-13,2018-04-15
Andið eðlilega,Sena,291220,187,2018-04-13,2018-04-15
Black Panther,Samfilm,202350,152,2018-04-13,2018-04-15
Pacific Rim: Uprising,Myndform,170610,122,2018-04-13,2018-04-15
"Shape of Water, The",Sena,160070,111,2018-04-13,2018-04-15
Red Sparrow,Sena,143550,101,2018-04-13,2018-04-15
Doktor Proktor og prumpuduftið (doktor proktors prompepulver),Bíó Paradís,125500,138,2018-04-13,2018-04-15
Early Man - Steinaldarmaðurinn,Myndform,103690,96,2018-04-13,2018-04-15
Death Wish,Myndform,83080,58,2018-04-13,2018-04-15
Loving Vincent,Myndform,69200,58,2018-04-13,2018-04-15
Doktor Proktor og tímabaðkarið (Doktor Proktors tidsbadekar),Bíó Paradís,67000,79,2018-04-13,2018-04-15
Coco,Samfilm,60810,49,2018-04-13,2018-04-15
The Florida Project,Myndform,30400,30,2018-04-13,2018-04-15
Bling,Samfilm,22230,23,2018-04-13,2018-04-15
Svanurinn,Sena,11830,7,2018-04-13,2018-04-15
Hleyptu sól í hjartað (Un beau soleil intérieur),Bíó Paradís,8000,7,2018-04-13,2018-04-15
Víti i Vestmannaeyjum,Samfilm,4195014,3017,2018-04-06,2018-04-08
A Quiet Place,Samfilm,3567984,2608,2018-04-06,2018-04-08
Ready Player One,Samfilm,2905648,2116,2018-04-06,2018-04-08
Blockers,Myndform,2084344,1508,2018-04-06,2018-04-08
Peter Rabbit,Sena,1759867,1696,2018-04-06,2018-04-08
Tomb Raider (2018),Samfilm,627162,479,2018-04-06,2018-04-08
Pacific Rim: Uprising,Myndform,409257,294,2018-04-06,2018-04-08
Lói - Þú flýgur aldrei einn,Sena,403920,302,2018-04-06,2018-04-08
Hostiles,Sena,393040,270,2018-04-06,2018-04-08
The death of Stalin,Myndform,377445,275,2018-04-06,2018-04-08
Andið eðlilega,Sena,347052,214,2018-04-06,2018-04-08
Black Panther,Samfilm,296760,206,2018-04-06,2018-04-08
Red Sparrow,Sena,224720,149,2018-04-06,2018-04-08
Early Man - Steinaldarmaðurinn,Myndform,184900,183,2018-04-06,2018-04-08
Death Wish,Myndform,138750,102,2018-04-06,2018-04-08
"Shape of Water, The",Sena,115130,80,2018-04-06,2018-04-08
Coco,Samfilm,78160,63,2018-04-06,2018-04-08
Game Night,Samfilm,75776,59,2018-04-06,2018-04-08
Fullir vasar,Sena,53750,33,2018-04-06,2018-04-08
Bling,Samfilm,23930,31,2018-04-06,2018-04-08
Svanurinn,Sena,17940,11,2018-04-06,2018-04-08
Víti i Vestmannaeyjum,Samfilm,4984092,3385,2018-03-30,2018-01-01
Ready Player One,Samfilm,3829363,2967,2018-03-30,2018-01-01
Peter Rabbit,Sena,2546070,2698,2018-03-30,2018-01-01
Tomb Raider (2018),Samfilm,1212145,907,2018-03-30,2018-01-01
Pacific Rim: Uprising,Myndform,941730,730,2018-03-30,2018-01-01
Hostiles,Sena,703460,496,2018-03-30,2018-01-01
Black Panther,Samfilm,492800,362,2018-03-30,2018-01-01
Lói - Þú flýgur aldrei einn,Sena,461280,405,2018-03-30,2018-01-01
Death Wish,Myndform,245555,226,2018-03-30,2018-01-01
Andið eðlilega,Sena,244754,152,2018-03-30,2018-01-01
Game Night,Samfilm,202470,147,2018-03-30,2018-01-01
Red Sparrow,Sena,193400,138,2018-03-30,2018-01-01
Early Man - Steinaldarmaðurinn,Myndform,169315,185,2018-03-30,2018-01-01
"Three Billboards Outside Ebbing, Missouri",Sena,158850,120,2018-03-30,2018-01-01
"Shape of Water, The",Sena,118610,93,2018-03-30,2018-01-01
Loving Vincent,Myndform,109200,87,2018-03-30,2018-01-01
Jumanji (2017),Sena,77010,63,2018-03-30,2018-01-01
Fullir vasar,Sena,71130,48,2018-03-30,2018-01-01
Coco,Samfilm,62020,55,2018-03-30,2018-01-01
Svanurinn,Sena,36330,22,2018-03-30,2018-01-01
The Florida Project,Myndform,30000,23,2018-03-30,2018-01-01
Hleyptu sól í hjartað (Un beau soleil intérieur),Bíó Paradís,29600,20,2018-03-30,2018-01-01
Loveless,Bíó Paradís,17200,17,2018-03-30,2018-01-01
Spoor,Myndform,4400,5,2018-03-30,2018-01-01
Víti i Vestmannaeyjum,Samfilm,12142332,9029,2018-03-23,2018-03-25
Pacific Rim: Uprising,Myndform,2745858,1999,2018-03-23,2018-03-25
Tomb Raider (2018),Samfilm,2513321,1893,2018-03-23,2018-03-25
Andið eðlilega,Sena,1034066,661,2018-03-23,2018-03-25
Black Panther,Samfilm,898280,683,2018-03-23,2018-03-25
Lói - Þú flýgur aldrei einn,Sena,781490,571,2018-03-23,2018-03-25
Red Sparrow,Sena,675525,481,2018-03-23,2018-03-25
Game Night,Samfilm,605140,459,2018-03-23,2018-03-25
Fullir vasar,Sena,388330,244,2018-03-23,2018-03-25
"Shape of Water, The",Sena,364455,258,2018-03-23,2018-03-25
Death Wish,Myndform,359555,282,2018-03-23,2018-03-25
"Three Billboards Outside Ebbing, Missouri",Sena,262055,179,2018-03-23,2018-03-25
Early Man - Steinaldarmaðurinn,Myndform,252840,242,2018-03-23,2018-03-25
Jumanji (2017),Sena,118400,82,2018-03-23,2018-03-25
Deep (Ævintýri í Undirdjúpum),Samfilm,93852,89,2018-03-23,2018-03-25
Coco,Samfilm,89480,83,2018-03-23,2018-03-25
Gringo,Myndform,72430,55,2018-03-23,2018-03-25
Svanurinn,Sena,68782,42,2018-03-23,2018-03-25
"Greatest Showman, The",Sena,58390,54,2018-03-23,2018-03-25
Status Update,Samfilm,56800,50,2018-03-23,2018-03-25
Paddington 2,Myndform,49510,48,2018-03-23,2018-03-25
Bling,Samfilm,49320,46,2018-03-23,2018-03-25
Call me by your Name,Sena,43600,33,2018-03-23,2018-03-25
The Florida Project,Myndform,42000,35,2018-03-23,2018-03-25
Loveless,Bíó Paradís,37200,30,2018-03-23,2018-03-25
Spoor,Myndform,12400,10,2018-03-23,2018-03-25
Tomb Raider (2018),Samfilm,5081140,3778,2018-03-16,2018-03-18
Black Panther,Samfilm,1668884,1305,2018-03-16,2018-03-18
Lói - Þú flýgur aldrei einn,Sena,1128652,848,2018-03-16,2018-03-18
Andið eðlilega,Sena,1106366,695,2018-03-16,2018-03-18
Game Night,Samfilm,827938,629,2018-03-16,2018-03-18
Death Wish,Myndform,709535,528,2018-03-16,2018-03-18
Early Man - Steinaldarmaðurinn,Myndform,574454,537,2018-03-16,2018-03-18
"Shape of Water, The",Sena,539935,400,2018-03-16,2018-03-18
Fullir vasar,Sena,503560,289,2018-03-16,2018-03-18
Red Sparrow,Sena,501110,353,2018-03-16,2018-03-18
Paddington 2,Myndform,360420,347,2018-03-16,2018-03-18
"Three Billboards Outside Ebbing, Missouri",Sena,334220,245,2018-03-16,2018-03-18
Gringo,Myndform,261460,187,2018-03-16,2018-03-18
Jumanji (2017),Sena,198880,136,2018-03-16,2018-03-18
Coco,Samfilm,196700,224,2018-03-16,2018-03-18
Status Update,Samfilm,174474,132,2018-03-16,2018-03-18
Bling,Samfilm,174430,188,2018-03-16,2018-03-18
Deep (Ævintýri í Undirdjúpum),Samfilm,118960,127,2018-03-16,2018-03-18
Svanurinn,Sena,112060,104,2018-03-16,2018-03-18
"Greatest Showman, The",Sena,97090,83,2018-03-16,2018-03-18
Darkest Hour,Myndform,95150,73,2018-03-16,2018-03-18
The Post,Samfilm,71720,52,2018-03-16,2018-03-18
Call me by your Name,Sena,44000,34,2018-03-16,2018-03-18
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,42400,29,2018-03-16,2018-03-18
Loveless,Bíó Paradís,23200,19,2018-03-16,2018-03-18
Black Panther,Samfilm,3018174,2178,2018-03-09,2018-03-11
Death Wish,Myndform,2161572,1557,2018-03-09,2018-03-11
Game Night,Samfilm,1545372,1165,2018-03-09,2018-03-11
Lói - Þú flýgur aldrei einn,Sena,1373330,1024,2018-03-09,2018-03-11
Red Sparrow,Sena,1208625,903,2018-03-09,2018-03-11
Andið eðlilega,Sena,1164354,720,2018-03-09,2018-03-11
Fullir vasar,Sena,999826,598,2018-03-09,2018-03-11
Early Man - Steinaldarmaðurinn,Myndform,884440,965,2018-03-09,2018-03-11
"Shape of Water, The",Sena,748480,535,2018-03-09,2018-03-11
Paddington 2,Myndform,325870,299,2018-03-09,2018-03-11
"Three Billboards Outside Ebbing, Missouri",Sena,309675,216,2018-03-09,2018-03-11
Status Update,Samfilm,300640,266,2018-03-09,2018-03-11
Darkest Hour,Myndform,291180,204,2018-03-09,2018-03-11
Coco,Samfilm,257120,262,2018-03-09,2018-03-11
Bling,Samfilm,205260,230,2018-03-09,2018-03-11
Jumanji (2017),Sena,200810,133,2018-03-09,2018-03-11
Call me by your Name,Sena,186800,135,2018-03-09,2018-03-11
"Greatest Showman, The",Sena,180050,139,2018-03-09,2018-03-11
Deep (Ævintýri í Undirdjúpum),Samfilm,124250,129,2018-03-09,2018-03-11
The Post,Samfilm,104620,83,2018-03-09,2018-03-11
Svanurinn,Sena,92900,56,2018-03-09,2018-03-11
The Florida Project,Myndform,76000,69,2018-03-09,2018-03-11
Fifty Shades Freed,Myndform,72980,56,2018-03-09,2018-03-11
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,17600,11,2018-03-09,2018-03-11
Black Panther,Samfilm,8583886,6188,2018-02-23,2018-02-25
Fullir vasar,Sena,3792070,2210,2018-02-23,2018-02-25
Lói - Þú flýgur aldrei einn,Sena,3510280,2757,2018-02-23,2018-02-25
Game Night,Samfilm,2455986,1958,2018-02-23,2018-02-25
Paddington 2,Myndform,874425,886,2018-02-23,2018-02-25
Fifty Shades Freed,Myndform,791860,576,2018-02-23,2018-02-25
"Shape of Water, The",Sena,736330,569,2018-02-23,2018-02-25
Bling,Samfilm,526472,597,2018-02-23,2018-02-25
The Post,Samfilm,459960,345,2018-02-23,2018-02-25
Jumanji (2017),Sena,374640,277,2018-02-23,2018-02-25
"Three Billboards Outside Ebbing, Missouri",Sena,358160,253,2018-02-23,2018-02-25
Darkest Hour,Myndform,266010,189,2018-02-23,2018-02-25
Coco,Samfilm,219172,209,2018-02-23,2018-02-25
Ferdinand,Sena,193310,176,2018-02-23,2018-02-25
"Greatest Showman, The",Sena,176450,137,2018-02-23,2018-02-25
Deep (Ævintýri í Undirdjúpum),Samfilm,166650,175,2018-02-23,2018-02-25
Call me by your Name,Sena,149800,1,2018-02-23,2018-02-25
Maze Runner: The Death Cure (2018),Sena,132920,96,2018-02-23,2018-02-25
Svanurinn,Sena,127930,87,2018-02-23,2018-02-25
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,122800,83,2018-02-23,2018-02-25
The Florida Project,Myndform,119600,109,2018-02-23,2018-02-25
Winchester,Samfilm,110030,81,2018-02-23,2018-02-25
The 15:17 to Paris,Samfilm,78470,66,2018-02-23,2018-02-25
Den of Thieves,Myndform,64950,45,2018-02-23,2018-02-25
Molly´s Game,Myndform,33560,29,2018-02-23,2018-02-25
Wild Mouse,Bíó Paradís,4800,4,2018-02-23,2018-02-25
Black Panther,Samfilm,14618432,10449,2018-02-16,2018-02-18
Lói - Þú flýgur aldrei einn,Sena,4398245,3348,2018-02-16,2018-02-18
Fifty Shades Freed,Myndform,1945115,1438,2018-02-16,2018-02-18
Paddington 2,Myndform,1151740,1153,2018-02-16,2018-02-18
"Shape of Water, The",Sena,1118779,816,2018-02-16,2018-02-18
"Three Billboards Outside Ebbing, Missouri",Sena,648680,462,2018-02-16,2018-02-18
Darkest Hour,Myndform,647870,474,2018-02-16,2018-02-18
Bling,Samfilm,643632,756,2018-02-16,2018-02-18
The Post,Samfilm,554494,408,2018-02-16,2018-02-18
Jumanji (2017),Sena,483780,325,2018-02-16,2018-02-18
Maze Runner: The Death Cure (2018),Sena,398160,284,2018-02-16,2018-02-18
The 15:17 to Paris,Samfilm,356874,263,2018-02-16,2018-02-18
"Greatest Showman, The",Sena,276770,206,2018-02-16,2018-02-18
Svanurinn,Sena,251110,170,2018-02-16,2018-02-18
Den of Thieves,Myndform,234010,161,2018-02-16,2018-02-18
Ferdinand,Sena,229470,204,2018-02-16,2018-02-18
Call me by your Name,Sena,216400,159,2018-02-16,2018-02-18
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,205200,146,2018-02-16,2018-02-18
Coco,Samfilm,196422,312,2018-02-16,2018-02-18
Winchester,Samfilm,186434,136,2018-02-16,2018-02-18
Deep (Ævintýri í Undirdjúpum),Samfilm,101610,98,2018-02-16,2018-02-18
Star Wars: The Last Jedi,Samfilm,100880,77,2018-02-16,2018-02-18
Svona er lífið (C'est la vie),Sena,85530,69,2018-02-16,2018-02-18
Molly´s Game,Myndform,83680,63,2018-02-16,2018-02-18
Wild Mouse,Bíó Paradís,28400,21,2018-02-16,2018-02-18
In the Fade,Bíó Paradís,24000,23,2018-02-16,2018-02-18
Fifty Shades Freed,Myndform,4306690,2950,2018-02-09,2018-02-11
Lói - Þú flýgur aldrei einn,Sena,3928555,2937,2018-02-09,2018-02-11
Darkest Hour,Myndform,907530,680,2018-02-09,2018-02-11
Maze Runner: The Death Cure (2018),Sena,857300,600,2018-02-09,2018-02-11
Paddington 2,Myndform,815010,827,2018-02-09,2018-02-11
Jumanji (2017),Sena,793390,575,2018-02-09,2018-02-11
Winchester,Samfilm,728690,521,2018-02-09,2018-02-11
The 15:17 to Paris,Samfilm,643670,540,2018-02-09,2018-02-11
"Three Billboards Outside Ebbing, Missouri",Sena,585020,416,2018-02-09,2018-02-11
The Post,Samfilm,463690,352,2018-02-09,2018-02-11
Den of Thieves,Myndform,429130,306,2018-02-09,2018-02-11
Molly´s Game,Myndform,249730,178,2018-02-09,2018-02-11
Coco,Samfilm,236980,257,2018-02-09,2018-02-11
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,229600,162,2018-02-09,2018-02-11
Deep (Ævintýri í Undirdjúpum),Samfilm,228116,261,2018-02-09,2018-02-11
Ferdinand,Sena,219120,208,2018-02-09,2018-02-11
Pitch Perfect 3,Myndform,171430,121,2018-02-09,2018-02-11
Star Wars: The Last Jedi,Samfilm,160590,151,2018-02-09,2018-02-11
Call me by your Name,Sena,133600,91,2018-02-09,2018-02-11
"Greatest Showman, The",Sena,109400,102,2018-02-09,2018-02-11
Svona er lífið (C'est la vie),Sena,106050,76,2018-02-09,2018-02-11
In the Fade,Bíó Paradís,94400,74,2018-02-09,2018-02-11
Svanurinn,Sena,72370,51,2018-02-09,2018-02-11
The Commuter,Myndform,54870,42,2018-02-09,2018-02-11
Wonder,Myndform,35340,35,2018-02-09,2018-02-11
Wild Mouse,Bíó Paradís,31200,33,2018-02-09,2018-02-11
Lói - Þú flýgur aldrei einn,Sena,5975050,4399,2018-02-02,2018-02-04
Maze Runner: The Death Cure (2018),Sena,2397043,1670,2018-02-02,2018-02-04
Paddington 2,Myndform,1930500,1905,2018-02-02,2018-02-04
Winchester,Samfilm,1712708,1279,2018-02-02,2018-02-04
Jumanji (2017),Sena,1409080,1028,2018-02-02,2018-02-04
Darkest Hour,Myndform,1134686,844,2018-02-02,2018-02-04
"Three Billboards Outside Ebbing, Missouri",Sena,1055990,755,2018-02-02,2018-02-04
The Post,Samfilm,1010228,752,2018-02-02,2018-02-04
Den of Thieves,Myndform,901726,656,2018-02-02,2018-02-04
Svona er lífið (C'est la vie),Sena,602178,425,2018-02-02,2018-02-04
Molly´s Game,Myndform,531993,376,2018-02-02,2018-02-04
Ferdinand,Sena,424640,365,2018-02-02,2018-02-04
Coco,Samfilm,394250,400,2018-02-02,2018-02-04
Star Wars: The Last Jedi,Samfilm,369790,271,2018-02-02,2018-02-04
Svanurinn,Sena,328390,207,2018-02-02,2018-02-04
Call me by your Name,Sena,322120,244,2018-02-02,2018-02-04
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,310800,220,2018-02-02,2018-02-04
Deep (Ævintýri í Undirdjúpum),Samfilm,296720,335,2018-02-02,2018-02-04
"Greatest Showman, The",Sena,283320,250,2018-02-02,2018-02-04
12 Strong,Myndform,261930,179,2018-02-02,2018-02-04
Pitch Perfect 3,Myndform,257240,180,2018-02-02,2018-02-04
Wonder,Myndform,180140,158,2018-02-02,2018-02-04
Réparer les vivants / Heal the living,Myndform,169866,121,2018-02-02,2018-02-04
The Commuter,Myndform,149160,109,2018-02-02,2018-02-04
Father Figures,Samfilm,136920,122,2018-02-02,2018-02-04
Downsizing,Samfilm,64590,44,2018-02-02,2018-02-04
All the Money in the World,Myndform,50220,36,2018-02-02,2018-02-04
"I, Tonya",Myndform,11600,15,2018-02-02,2018-02-04
Maze Runner: The Death Cure (2018),Sena,4087818,3020,2018-01-26,2018-01-28
Paddington 2,Myndform,2815150,2771,2018-01-26,2018-01-28
The Post,Samfilm,1783974,1337,2018-01-26,2018-01-28
Jumanji (2017),Sena,1724460,1277,2018-01-26,2018-01-28
Den of Thieves,Myndform,1603726,1236,2018-01-26,2018-01-28
"Three Billboards Outside Ebbing, Missouri",Sena,1375390,996,2018-01-26,2018-01-28
Ferdinand,Sena,848400,802,2018-01-26,2018-01-28
Óþekkti hermaðurinn (Tuntematon sotilas),Bíó Paradís,822000,582,2018-01-26,2018-01-28
"Greatest Showman, The",Sena,719796,560,2018-01-26,2018-01-28
Deep (Ævintýri í Undirdjúpum),Samfilm,681510,650,2018-01-26,2018-01-28
Coco,Samfilm,608222,566,2018-01-26,2018-01-28
Svona er lífið (C'est la vie),Sena,562802,397,2018-01-26,2018-01-28
12 Strong,Myndform,543830,387,2018-01-26,2018-01-28
Star Wars: The Last Jedi,Samfilm,541266,419,2018-01-26,2018-01-28
Pitch Perfect 3,Myndform,349160,237,2018-01-26,2018-01-28
Svanurinn,Sena,345670,231,2018-01-26,2018-01-28
The Commuter,Myndform,295930,211,2018-01-26,2018-01-28
Call me by your Name,Sena,277250,198,2018-01-26,2018-01-28
Downsizing,Samfilm,233274,175,2018-01-26,2018-01-28
The Disaster Artist,Samfilm,190526,135,2018-01-26,2018-01-28
Wonder,Myndform,182482,146,2018-01-26,2018-01-28
All the Money in the World,Myndform,136840,106,2018-01-26,2018-01-28
Father Figures,Samfilm,132620,101,2018-01-26,2018-01-28
"I, Tonya",Myndform,32000,22,2018-01-26,2018-01-28
Undir trénu,Sena,22950,14,2018-01-26,2018-01-28
On Body and Soul,Bíó Paradís,19200,16,2018-01-26,2018-01-28
Paddington 2,Myndform,4858030,4671,2018-01-12,2018-01-14
Jumanji (2017),Sena,3336640,2392,2018-01-12,2018-01-14
The Commuter,Myndform,2496748,1738,2018-01-12,2018-01-14
Star Wars: The Last Jedi,Samfilm,1692706,1208,2018-01-12,2018-01-14
"Greatest Showman, The",Sena,1515572,1170,2018-01-12,2018-01-14
Ferdinand,Sena,1466524,1419,2018-01-12,2018-01-14
Pitch Perfect 3,Myndform,1306750,929,2018-01-12,2018-01-14
Downsizing,Samfilm,1109576,848,2018-01-12,2018-01-14
Coco,Samfilm,867180,829,2018-01-12,2018-01-14
The Disaster Artist,Samfilm,757028,539,2018-01-12,2018-01-14
All the Money in the World,Myndform,717730,542,2018-01-12,2018-01-14
Father Figures,Samfilm,589484,449,2018-01-12,2018-01-14
Svanurinn,Sena,525550,330,2018-01-12,2018-01-14
Wonder,Myndform,384992,317,2018-01-12,2018-01-14
Daddy's Home 2,Samfilm,145652,135,2018-01-12,2018-01-14
Justice League,Samfilm,78040,54,2018-01-12,2018-01-14
Undir trénu,Sena,50200,33,2018-01-12,2018-01-14
The Killing of a Sacred Deer,Myndform,44800,35,2018-01-12,2018-01-14
The Lego Ninjago Movie,Samfilm,35150,35,2018-01-12,2018-01-14
Eldfim Ást,Bíó Paradís,17200,25,2018-01-12,2018-01-14
The Party,Bíó Paradís,13600,9,2018-01-12,2018-01-14
Jumanji (2017),Sena,5093540,3561,2018-01-05,2018-01-07
Star Wars: The Last Jedi,Samfilm,3314698,2455,2018-01-05,2018-01-07
Ferdinand,Sena,2464654,2308,2018-01-05,2018-01-07
"Greatest Showman, The",Sena,2190508,1640,2018-01-05,2018-01-07
Pitch Perfect 3,Myndform,1723293,1263,2018-01-05,2018-01-07
Father Figures,Samfilm,1364342,1052,2018-01-05,2018-01-07
All the Money in the World,Myndform,1259850,942,2018-01-05,2018-01-07
The Disaster Artist,Samfilm,1083610,772,2018-01-05,2018-01-07
Coco,Samfilm,973560,890,2018-01-05,2018-01-07
Svanurinn,Sena,612360,370,2018-01-05,2018-01-07
Daddy's Home 2,Samfilm,415986,323,2018-01-05,2018-01-07
Wonder,Myndform,346146,269,2018-01-05,2018-01-07
Undir trénu,Sena,218750,128,2018-01-05,2018-01-07
Justice League,Samfilm,69670,51,2018-01-05,2018-01-07
The Lego Ninjago Movie,Samfilm,58130,53,2018-01-05,2018-01-07
The Killing of a Sacred Deer,Myndform,32400,24,2018-01-05,2018-01-07
Eldfim Ást,Bíó Paradís,31600,37,2018-01-05,2018-01-07
The Party,Bíó Paradís,0,2,2018-01-05,2018-01-07
Star Wars: The Last Jedi,Samfilm,5985110,4336,2017-12-29,2017-12-31
Jumanji (2017),Sena,4779200,3639,2017-12-29,2017-12-31
Ferdinand,Sena,2683234,2717,2017-12-29,2017-12-31
Pitc Perfect 3,Myndform,2412357,1894,2017-12-29,2017-12-31
"Greatest Showman, The",Sena,1471112,1182,2017-12-29,2017-12-31
Coco,Samfilm,944454,898,2017-12-29,2017-12-31
The Disaster Artist,Samfilm,866636,633,2017-12-29,2017-12-31
Daddy's Home 2,Samfilm,672108,545,2017-12-29,2017-12-31
Undir trénu,Sena,131900,84,2017-12-29,2017-12-31
Wonder,Myndform,122370,120,2017-12-29,2017-12-31
A Bad Moms Christmas,Myndform,114560,82,2017-12-29,2017-12-31
Justice League,Samfilm,92004,71,2017-12-29,2017-12-31
Thor: Ragnarok,Samfilm,76830,59,2017-12-29,2017-12-31
The Killing of a Sacred Deer,Myndform,52800,39,2017-12-29,2017-12-31
The Lego Ninjago Movie,Samfilm,20900,23,2017-12-29,2017-12-31
The Party,Bíó Paradís,17400,16,2017-12-29,2017-12-31
Star Wars: The Last Jedi,Samfilm,4698810,3362,2017-12-22,2017-12-24
Daddy's Home 2,Samfilm,530994,438,2017-12-22,2017-12-24
Coco,Samfilm,513710,491,2017-12-22,2017-12-24
The Disaster Artist,Samfilm,228554,169,2017-12-22,2017-12-24
Murder on the Orient Express (2017),Sena,101330,75,2017-12-22,2017-12-24
A Bad Moms Christmas,Myndform,93780,70,2017-12-22,2017-12-24
Nut Job 2 / Hneturánið 2,Sena,67070,64,2017-12-22,2017-12-24
Justice League,Samfilm,62850,46,2017-12-22,2017-12-24
Thor: Ragnarok,Samfilm,56790,39,2017-12-22,2017-12-24
Wonder,Myndform,54670,49,2017-12-22,2017-12-24
"I, Tonya",Myndform,52080,44,2017-12-22,2017-12-24
Litla Vampíran - The Little Vampire,Myndform,43690,42,2017-12-22,2017-12-24
Undir trénu,Sena,43150,30,2017-12-22,2017-12-24
Blade Runner 2049,Sena,33800,25,2017-12-22,2017-12-24
Jigsaw,Myndform,20860,16,2017-12-22,2017-12-24
Reynir sterki,Sena,14320,8,2017-12-22,2017-12-24
The Killing of a Sacred Deer,Myndform,13200,14,2017-12-22,2017-12-24
The Lego Ninjago Movie,Samfilm,3800,7,2017-12-22,2017-12-24
The Party,Bíó Paradís,3200,2,2017-12-22,2017-12-24
Atvikið á Nile Hilton Hótelinu,Bíó Paradís,1200,1,2017-12-22,2017-12-24
Star Wars: The Last Jedi,Samfilm,20972682,14937,2017-12-15,2017-12-17
Daddy's Home 2,Samfilm,2019262,1607,2017-12-15,2017-12-17
Coco,Samfilm,1495574,1440,2017-12-15,2017-12-17
Murder on the Orient Express (2017),Sena,467520,338,2017-12-15,2017-12-17
Wonder,Myndform,459820,433,2017-12-15,2017-12-17
Justice League,Samfilm,395486,289,2017-12-15,2017-12-17
A Bad Moms Christmas,Myndform,297320,222,2017-12-15,2017-12-17
Litla Vampíran - The Little Vampire,Myndform,296580,325,2017-12-15,2017-12-17
"I, Tonya",Myndform,223430,161,2017-12-15,2017-12-17
Jigsaw,Myndform,160010,115,2017-12-15,2017-12-17
Nut Job 2 / Hneturánið 2,Sena,143230,139,2017-12-15,2017-12-17
Blade Runner 2049,Sena,132620,94,2017-12-15,2017-12-17
Undir trénu,Sena,114650,76,2017-12-15,2017-12-17
Thor: Ragnarok,Samfilm,113990,80,2017-12-15,2017-12-17
The Killing of a Sacred Deer,Myndform,1.00E+05,85,2017-12-15,2017-12-17
Reynir sterki,Sena,52050,31,2017-12-15,2017-12-17
Happy Family,Samfilm,33240,33,2017-12-15,2017-12-17
The Party,Bíó Paradís,20400,24,2017-12-15,2017-12-17
"My little Pony, the movie",Myndform,19030,17,2017-12-15,2017-12-17
Atvikið á Nile Hilton Hótelinu,Bíó Paradís,9600,8,2017-12-15,2017-12-17
Suburbicon,Sena,1600,1,2017-12-15,2017-12-17
Daddy's Home 2,Samfilm,4783252,3643,2017-12-08,2017-12-10
Coco,Samfilm,2940514,2923,2017-12-08,2017-12-10
Justice League,Samfilm,1184562,901,2017-12-08,2017-12-10
Wonder,Myndform,743290,585,2017-12-08,2017-12-10
Murder on the Orient Express (2017),Sena,627540,431,2017-12-08,2017-12-10
Thor: Ragnarok,Samfilm,623480,450,2017-12-08,2017-12-10
"I, Tonya",Myndform,325390,252,2017-12-08,2017-12-10
Jigsaw,Myndform,302050,221,2017-12-08,2017-12-10
A Bad Moms Christmas,Myndform,259040,204,2017-12-08,2017-12-10
Litla Vampíran - The Little Vampire,Myndform,220610,305,2017-12-08,2017-12-10
Nut Job 2 / Hneturánið 2,Sena,177190,164,2017-12-08,2017-12-10
